,index,Authors,Year of Publication,Title,Author Keywords,KeyWords Plus,Abstracts,ISO-4 Journal Abbreviation
64,4441,"BUCHAN, NR; CROSON, RTA; DAWES, RM",2002,Swift neighbors and persistent strangers: A cross-cultural investigation of trust and reciprocity in social exchange,,GENERALIZED EXCHANGE; ULTIMATUM GAMES; UNITED-STATES; INTERGROUP; BEHAVIOR; INDIVIDUALISM; COLLECTIVISM; COOPERATION; DILEMMAS; INFORMATION,"In four countries, levels of trust and reciprocity in direct-reciprocal exchange are compared with those in network-generalized exchanges among experimentally manipulated groups' members (neighbors) or random experimental participants (strangers). Results show that cooperation decreases as social distance increases; and, that identical network-generalized exchanges generate different amounts of trusting behavior due solely to manipulated social identity between the actors. This study demonstrates the interaction of culture and social identity on the propensity to trust and reciprocate and also reveals differing relationships between trust and reciprocation in each of the four countries, bringing into question the theoretical relationship between these cooperative behaviors.",Am. J. Sociol.
65,2790,"SCHNELL, R",1993,THE HOMOGENEITY OF SOCIAL CATEGORIES AS A PRECONDITION OF REPRESENTATIVITY AND WEIGHTING PROCEDURES,,STATISTICS,"Most sets of sociological data are based on survey interviews. The main methodological problem of survey is nonresponse, especially refusal. To compensate for nonresponse bias, weighting procedures are widely used. All weighting procedures are based on sociological assumptions concerning the homogeneity of weighting classes. These assumptions are seldom spelled out or tested. Quota sampling and so called ''proofs of representativeness: are based on very similar assumptions. Empirical tests lead to the rejection of the central assumption involved. In addition, simulations of missing-data generating mechanisms based on the 1980 ALLBUS survey shoe the impossibility of compensating for nonresponse bias with standard weighting procedures.",Z. Soziol.
66,372,"GIMLIN, D",2006,The absent body project: Cosmetic surgery as a response to bodily dys-appearance,absent body; body modification; body project; cosmetic surgery; self-identity,,"Sociologists have conceptualized the body as a 'project' that is worked on and 1 transformed as a central part of self-identity (Shilling, 2003). In contrast, Leder's (1990) notion of the 'absent' body focuses on the body's tendency to remain in the 'corporeal background' unless specific physiological or social experiences cause it to 'dys-appear', or emerge problematically into direct consciousness. This article draws upon data from interviews with women who have had cosmetic surgery to show that these seemingly contradictory approaches to the body and self-identity are not reconcilable. Specifically, the data presented suggest that while cosmetic surgery provides a resource for bringing the body into line with an existing,sense of self, it is also used to alleviate the body's dys-appearances. Thus, this article describes how elements of both the 'absent body' and 'body project' perspectives elevant to cosmetic surgery patients' experiences of embodiment.",Sociol.-J. Brit. Sociol. Assoc.
67,5012,"ZHOU, M",1997,Growing up American: The challenge confronting immigrant children and children of immigrants,the second generation; immigrant children; race/ethnicity; adaptation/assimilation; intergenerational relations,SEGMENTED ASSIMILATION; BILINGUAL EDUCATION; 2ND GENERATION; 2ND-GENERATION; ACHIEVEMENT; LANGUAGE; IDENTITIES; CENSUS; YOUTH,"Since the 1980s, immigrant children and children of immigrant parentage have become the fastest growing and the most extraordinarily diverse segment of America's child population. Until the recent past, however, scholarly attention has focused on adult immigrants to the neglect of their offspring, creating a profound gap between the strategic importance of the new second generation and the knowledge about its socioeconomic circumstances. The purpose of this article is to pull together existing studies that bear directly or indirectly on children's immigrant experiences and adaptational outcomes and to place these studies into a general framework that can facilitate a better understanding of the new second generation. The article first describes the changing trends in the contexts of the reception the new second generation has encountered. The article then discusses the ways in which conventional theoretical perspectives about immigrant adaptation are being challenged and alternative frameworks are being developed. Thirdly, it examines empirical findings from recent research and evaluates their contribution to the sociology of immigration. Finally, it highlights the main conclusions from prior research and their theoretical and practical implications for future studies.",Annu. Rev. Sociol.
68,456,"HAIPETER, T",2006,Occupation and reorganization - The situation of the dual apprenticeship system in the banking sector,,,"The present paper analyzes recent developments in the apprenticeship system in the banking sector. The vocation of bank clerk has traditionally been identified with high social recognition and broad skills and has been regarded as a good starting point for a career. However, for some years the perspectives of the Occupation have been deteriorating. In contrast to the arguments ill some contributions to the discussion in the social sciences, this development is not rooted in general problems of the adaptability of this occupation to innovative and knowledge-based forms of work organization. On the contrary, the process of reorganization in the banking sector has led to a reduced demand for skills in the central employment area of bank clerks, the retail units. In the course of financialization, divisionalization, and segmentation, which are the core elements of reorganization, the dual apprenticeship system is indreasingly subject to high cost pressures. Moreover, a gap is arising between the demand for skills, the Occupational profile, and the training practices in the banks. While the large private banks are adapting their training practices to the new demands at the expense of the occupational profile, other banking groups are producing a Surplus of skills with problematic consequences for personnel policy.",Z. Soziol.
69,3766,"LOPES, PD",1992,"INNOVATION AND DIVERSITY IN THE POPULAR-MUSIC INDUSTRY, 1969 TO 1990",,,"This study investigates the organization of the music industry in the United States and its effect on innovation and diversity in American popular music during the 1970s and 1980s.  I revise and update Peterson and Berger's (1975) analysis of the popular music industry and observe that, contrary to their assumption that high market concentration leads to homogeneity and standardization in popular music, innovation and diversity in popular music in high market concentration depends on the system of development and production used by major record companies.  Major record companies employ an open system of development and production that incorporates innovation and diversity as an effective strategy in maintaining the viability and control of the market.  As examples, I discuss new styles of music appearing in the 1980s, radio and music video exposure, and distribution and retailing.  I show that the level of innovation and diversity in large culture industries depends more directly on the specific organization of each industry and the structure of its market than on the degree of market concentration.",Am. Sociol. Rev.
70,4401,"FREESE, J; LI, JCA; WADE, LD",2003,The potential relevances of biology to social inquiry,sociobiology; evolutionary psychology; behavioral genetics; testosterone; neurosociology,TO-HIP-RATIO; FEMALE PHYSICAL ATTRACTIVENESS; HUMAN BEHAVIORAL ECOLOGY; SEX-DIFFERENCES; EVOLUTIONARY PSYCHOLOGY; NATURAL-SELECTION; ENDOGENOUS ESTRADIOL; TESTOSTERONE LEVELS; EARLY ADOLESCENCE; GENETIC-VARIATION,"Sociologists often react with hostility to explanations that evoke biology, and some critics of the discipline contend that this ""biophobia"" undermines the credibility of sociology and makes it seem increasingly irrelevant in larger public debates. The negative reactions are many times diffuse and undiscerning of the different endeavors lumped together whenever one speaks broadly of biological (or ""biosocial"") explanations. We seek to introduce greater awareness of these distinctions with a review organized in terms of some of the distinct ways that the biological can be asserted to be relevant to the conduct of social inquiry. The review has three sections. First, we discuss assertions of the relevance of the human evolutionary past for understanding the character of human nature, for which evolutionary psychology currently receives the most attention. Second, we consider the work of behavioral genetics and the assertion of the relevance of genetic differences between persons for understanding differences in behaviors and outcomes. Third, we consider assertions of the relevance of particular proximate bioindicators for understanding how the biological and social interact, focusing particularly on studies of testosterone and the prospects of developments in neuroscientific measurement. We do not believe that developments in these fields will force sociologists to acquire considerable biological expertise to pursue questions central to the discipline, but we do advocate further efforts from biologically minded sociologists to articulate understandings of the relationship between sociology and biology that will continue to push us past the commonplace view that biological and sociological explanations are inevitably opposed.",Annu. Rev. Sociol.
71,3654,"DIPRETE, TA",1993,INDUSTRIAL RESTRUCTURING AND THE MOBILITY RESPONSE OF AMERICAN WORKERS IN THE 1980S,,UNITED-STATES; DISPLACED WORKERS; LABOR-MARKETS; ORGANIZATIONS; OPPORTUNITY; SECTOR; SIZE,"Scholars recognize that labor market structure affects job mobility. However, existing research rarely considers the impact of structural change on mobility. I develop a model for how the size of organizational labor markets and the instability resulting from industry expansion, contraction, and equity reorganization influenced rates of internal mobility, external mobility, and unemployment during the industrial restructuring of the 1980s. Analysis of data from the Current Population Surveys, the Current Employment Statistics program, the Small Business Data Base, and the Mergers and Acquisitions database shows that structural change has predictable effects on job mobility and that labor market structure channels mobility in predictable ways. However, the results also show that the ability of labor market structure to buffer environmental turbulence was limited during the turbulent 1980s, and that the ''flexible'' character of American labor markets had important consequences for blue-collar and service workers in the American work force.",Am. Sociol. Rev.
72,1680,"SCHIMANK, U",2000,Societal problems of integration in the light of sociological diagnoses of our time,,,"Problems of societal integration are still prominent topics of sociological diagnoses of our time. The author analyzes the most important of these studies, which were published in Germany, France, the United Kingdom, and the United States during the last two decades. He discusses their contribution to problems of three crucial dimensions of sociological analysis: social integration, system integration, and ecological integration.",Berliner J. Soz.
73,2120,"SAUNDERS, P",1997,Social mobility in Britain: An empirical evaluation of two competing explanations,social mobility; meritocracy; social class; intelligence; social inequality; British society,,"Existing data on social mobility in Britain demonstrate a disparity of up to 4:1 in the relative chances of children from different social class backgrounds ending up at the top or bottom of the occupational class system. In an earlier paper, it was argued that such disparities should not necessarily be seen as the result of social advantages or disadvantages associated with different class origins, fbr they are also consistent with a model of meritocracy in which class differentials in average levels of ability are reflected in the class destinations achieved by people from different social backgrounds. That paper has been criticised, both analytically and empirically, and this paper addresses some of these criticisms through an analysis of data from the National Child Development Study. The analysis shows that ability is an important factor influencing social mobility chances, and through a series of logistic regression and multiple regression models, it demonstrates that meritocratic factors (individual effort and ability) outweigh social advantage/disadvantage factors in predicting the occupational class achieved by over 6,000 men and women by age 33. The paper ends by answering the analytical criticisms made against the earlier paper.",Sociol.-J. Brit. Sociol. Assoc.
74,2027,"KING, A",1997,The postmodernity of football hooliganism,postmodernity; football hooliganism; masculinity; nationalism; liminality,,"By using a 'cultural' definition of 'postmodernism' (derived from Jameson and Martin) in which postmodernism is regarded as the transgression of modem boundaries, this article traces the emergence of postmodern aspects to violent male fandom at football games since the 1960s. It is argued that at games, male fans have created imaginary masculine and national boundaries by which they have affirmed their identities but that in fighting they have sought to breach these boundaries in postmodern fashion.",Br. J. Sociol.
75,286,"CONNELL, R",2007,"The heart of the problem: South African intellectual workers, globalization and social change",apartheid; globalization; intellectuals; labour process; periphery,,"The familiar sociology of intellectuals has,been constructed in the global metropole, and it is debatable how relevant its concepts are to the periphery. A life-history study was conducted with diverse intellectual workers in South Africa. range of intellectual identities is apparent. The specific history of the Apartheid era, the struggle against Apartheid, and the advent of neo-liberalism have all shaped intellectual workers' cultural formation and created,major differences in trajectories. Periphery/metropole relations profoundly structure cultural practices and consciousness, but these relations are not static. Distinctive patterns of intellectual work appear The legacy of democratic struggle gives prominence to 'crossover' forms of intellectual work fuels,resistance-to neo-liberal globalization, and gives a distinctive form to the problem of reproducing the intellectual work-force and project. The research thus emphasizes the cultural productiveness of the global 'periphery' and the need for forms of social theory based here.",Sociol.-J. Brit. Sociol. Assoc.
76,1208,"GREVE, J",2002,"Meaning, action and interpretation - On the foundations of interpretative sociology",,HABERMAS; COMMUNICATION; LANGUAGE; RULE,"This article examines the question of how to relate the understanding of sentences and of the actions performed by uttering these sentences. In considering this question the article mainly focuses on the conceptions of Jurgen Habermas and Donald Davidson. In spite of some fundamental similarities between the outlooks of both thinkers, there is a contrast in regard to their interpretation of the relationship between meaning and action. According to Habermas, communicative action is semantically self-identifying, i.e. in the case of communicative action the meaning of the sentence uttered determines the speaker's intention and what type of action is performed. This conception dates back to Searle's idea that meaning and action are related by constitutive rules. In the article I question the validity of Habermas's and Searle's analysis. Some objections to this analysis can be derived from Davidson's criticism of convention-based theories of communication. Subsequently, Davidson's model of communication and the role of intentions of speakers and interpreters within this model are examined. According to Davidson, no necessary relation exist between sentence-meaning, the act performed, and the speaker's intentions. Nevertheless, interpretation rests on the hearer's conjectures with regard to these elements. The Davidsonian approach to communication contradicts not only rule-governed approaches but also post-structuralist approaches and Luhmann's view of communication because, according to Davidson's model, sentences and actions can only be understood on the basis of the speaker's intentions and the interpreter's ability to infer these intentions.",Z. Soziol.
77,574,"GEBEL, M",2010,Early career consequences of temporary employment in Germany and the UK,comparative study; early career; employment effects; temporary employment; wages,LABOR-MARKET ENTRY; FIXED-TERM CONTRACTS; WEST-GERMANY; GREAT-BRITAIN; UNEMPLOYMENT; NETHERLANDS; PROTECTION; PATTERNS; WORK,"This article investigates the effects of temporary employment at labour market entry on subsequent individual careers, drawing on data from the British Household Panel Study (BHPS) and the German Socio-Economic Panel (GSOEP) from the period 1991 to 2007. The results show that German temporarily employed entrants suffer from higher initial wage penalties and risks of temporary employment cycles but that all differences compared to entrants with permanent contracts diminish after five years. The integration scenario works more effectively in the UK, where disadvantages are less pronounced and employment losses are primarily related to further education. Moreover, these tendencies vary by education groups and gender. Disadvantages of initial temporary employment are weaker for women in Germany, while gender differences in the UK apparently have less impact. Across borders, temporary contracts are associated with greater initial but vanishing wage penalties and temporary employment cycles for tertiary graduates.",Work Employ. Soc.
78,2593,"ERICSON, R",1994,THE DIVISION OF EXPERT KNOWLEDGE IN POLICING AND SECURITY,,,"The tenets of research on policing and security are criticized and an alternative model is developed. Myriad security institutions demand knowledge from the police that is relevant to their own forms of risk management and security provision. Reactive policing is therefore not only a matter of individual demand through requests for service, but also institutional demand through requirements of knowledge. The police have become knowledge brokers, expert advisors and security managers to other institutions. The claims to expertise and attendant knowledge requirements of institutions concerned with a given field of security determine the nature and degree of police jurisdiction in that field. An understanding of how policing and security have become constituted by institutional communications in the late modern 'risk society' is advanced. Implications for police discretion, community policing, and the perpetuation of insecurity are addressed.",Br. J. Sociol.
79,1998,"PROCACCI, G",1998,Poor citizens. Social citizenship versus individualization of welfare,,,"The crisis of welfare questions social citizenship and social rights as the bases for redistributive policies and public services as we have known them until up to now in most European countries. This undermines the organization of solidarity centered on the idea of social risk; social policies are being restructured along new individualized strategies against the burden of the social, considered untenable for our societies. This essay tries to evaluate such a turn, particularly in policies against poverty, from the vantage point of the French history of citizenship where poverty played a crucial role in the process of socializing risks. Today, the problem of poverty is conceived within the perspective of individualization and its key concept of social exclusion. Individualized social policies, however, do not seem able to fill the social fracture, while they might well reduce the scope of our citizenship rights.",Berliner J. Soz.
80,1477,"DICKENS, P",2001,Linking the social and natural sciences: Is capital modifying human biology in its own image?,biology; the body; critical realism; health; social theory,INTELLIGENCE; CHILDREN; MEN; IQ,"Social science has long fought shy of the natural sciences. Meanwhile, concerns with the environment, health and the new genetics are creating a need for systematic links to be made between these disciplines. This paper suggests a new way in which social theory can be linked to biology Recent developments in biology point to the importance of considering organisms in relation to their environment. And work in epidemiology stresses the links between the infant-development, health in later life and the well-being of future generations. Complex combinations of genetically-determined predispositions and capitalist social relations are responsible for important features of contemporary social stratification and well-being. The paper is informed by critical realist epistemology and Marx's theory of the subsumption. Such a fusion leads to a key assertion. Capital tends to modify the powers of human biology in its own image.",Sociol.-J. Brit. Sociol. Assoc.
81,3532,"HODSON, R; SEKULIC, D; MASSEY, G",1994,NATIONAL TOLERANCE IN THE FORMER YUGOSLAVIA,,CULTURAL DIVISION; MILITARY COUPS; LABOR; MOBILIZATION; ETHNICITY; AFRICA; MODEL; DETAT; WAR,"This article analyzes patterns of tolerance among nationalities in the former Yugoslavia. Greater tolerance among urban residents, those from nationally diverse republics, and those with nationally mixed parentage and less tolerance among religious people strongly support the modernization theory of ethnic relations. The association of unemployment with intolerance and outbreaks of violence in areas with greater national diversity support theories of ethnic competition. Factors associated with modernism produce greater tolerance but increase the possibility of ethnic conflict. Humanity's dilemma is how to preserve the benefits of modernism for increased intergroup contact and tolerance while avoiding its potentially tragic implications.",Am. J. Sociol.
82,4509,"KUNOVICH, RM",2009,The Sources and Consequences of National Identification,,IDENTITY; COUNTRIES; MIGRANTS; THREAT; EUROPE,"This article examines national identification from a comparative and multilevel perspective. Building on the identity, nationalism, and prejudice literatures, I analyze relationships between societies' economic, political, and cultural characteristics (e.g., development, globalization, democratic governance, militarism, and religious and linguistic diversity), individual characteristics (e.g., socioeconomic status and minority status), and preferences for the content of national identities. I also examine relationships between national identity content and public policy preferences toward immigration, citizenship, assimilation, and foreign policy, generally. I use confirmatory factor analysis and multilevel modeling to analyze country-level data and survey data from 31 countries (from the International Social Survey Program 2003 National Identity II Module). Results suggest that individual and country characteristics help account for the variable and contested nature of national identification. Moreover the content of national identity categories has implications for public policy and intergroup relations.",Am. Sociol. Rev.
83,3504,"KUMBASAR, E; ROMNEY, AK; BATCHELDER, WH",1994,SYSTEMATIC BIASES IN SOCIAL-PERCEPTION,,JUDGMENT,"Members of a professional group reported on friendship ties among all members, including themselves.  Multiple methods of analysis reveal several systematic biases.  In spatial representations individuals' self-perceived positions are closer to the centroid than their group-perceived positions.  Graph-theoretic centrality measures show that group members tend to have highest centrality in their own digraphs, and they tend to report more ties, more reciprocated ties, and more transitive triples among those they report, as opposed to those they do not report, as friends.  Despite these individual biases, correspondence analysis provides a valid group-level representation of the friendship network.",Am. J. Sociol.
84,3616,"BOBO, L; KLUEGEL, JR",1993,"OPPOSITION TO RACE-TARGETING - SELF-INTEREST, STRATIFICATION IDEOLOGY, OR RACIAL-ATTITUDES",,SYMBOLIC RACISM; AFFIRMATIVE-ACTION; WHITES OPPOSITION; PREJUDICE; TRENDS; INTEGRATION; POLITICS; WELFARE; BLACKS,"Although traditional anti-black prejudice among whites has decreased since the 1940s, social policies designed to assist blacks continue to face opposition and controversy. Accounts have pointed to self-interest, American beliefs about inequality, or persistent negative racial attitudes as underlying causes of widespread opposition to race-targeted policies. We hypothesize that opposition hinges on the explicitness of the race-targeting and whether the policy's goal is opportunity enhancement or equality of outcomes. We also hypothesize that the influence of individuals' self-interest, beliefs about inequality, and racial attitudes on opinions differs by whether or not a policy is race-targeted and by a policy's goal. We use data from the 1990 General Social Survey to analyze opinion toward race-targeted versus income-targeted opportunity-enhancing policies and toward race-targeted versus income-targeted equal outcomes policies. Results of these analyses lend general support to our hypotheses, and in particular, underscore the influence of group self-interest and perceived discrimination on white opposition to race-targeted policy.",Am. Sociol. Rev.
85,1020,"LI, YJ; SAVAGE, M; PICKLES, A",2003,Social capital and social exclusion in England and Wales (1972-1999),associational involvement; social network; mobility trajectory; social capital; social class; social exclusion,MOBILITY; SOCIOLOGY; POLITICS,"Recent research on social capital has explored trends in membership in voluntary organizations. However, there is currently little robust evidence on such trends in the UK since the 1970s, nor is there any analysis of whether participation bridges social divisions or accentuates them. This paper explores trends in participation in England and Wales since 1972 using data from the Social Mobility Inquiry of 1972 and the British Household Panel Survey of 1992 and 1999. We are concerned with social exclusion mechanisms in social capital generation in Britain over the three decades. Using binomial and multinomial models to 'unpack' the effects of socio-cultural factors on civic participation and on different types of associational membership, we test the thesis of across-the-board decline in social capital by Putnam (2000) and that of rising levels of middle-class social capital versus consistent low levels of working-class social capital by Hall (1999). The results show significant socio-cultural-gender differences, a relative stability of middle-class participation, and a rapid decline in the working-class access to social capital. We challenge the established accounts of both theses.",Br. J. Sociol.
86,2935,"VERBAKEL, E; DE GRAAF, PM",2009,Partner effects on labour market participation and job level: opposing mechanisms,couples; labour market participation; labour market success; social inequality,OCCUPATIONAL-STATUS; WOMENS EMPLOYMENT; NETHERLANDS; RESOURCES; WORK; ATTAINMENT; MARRIAGE; SWEDEN,"This study investigates to what extent a partner's career resources affect labour market participation and job level. Theories on this topic predict opposing partner effects: economic theory expects a negative relationship due to financial incentives, whereas a positive relationship can be expected from a social capital point of view. In order to test these opposing mechanisms properly, (a) labour market outcomes are decomposed into labour market participation and job level, and (b) a historical perspective is introduced. Large scale labour force surveys conducted by Statistics Netherlands from 1977 onwards show that a partner's career resources have a negative influence on working hours and a positive influence on job level. Over birth cohorts, the negative effect on working hours has become stronger for males and weaker for females, whereas the positive effect on job level has decreased for both men and women.",Work Employ. Soc.
87,980,"MCINTOSH, I; SIM, D; ROBERTSON, D",2004,"'We hate the English, except for you, cos you're our pal': Identification of the 'English' in Scotland",belonging; Englishness; identity; national identity; other; 'Scottishness',NATIONAL IDENTITY,This article explores the experiences of the largest minority group in Scotland the English-born. To date the English in Scotland are a relatively under researched group. Our research indicates that a key experience for many. English people in Scotland is that of a constant reminder of difference. This can make questions of belonging problematic. Constructions of Enghlishness via often routine and mundane interactions with Scottish people were often foisted upon those perceived to be English. This has implications for how we understand Englishness and Scottishness and the development of national identities more generally particularly for minority groups. The article also argues that for many Scots the English continue to be the key other that helps to define what it is to be Scottish.,Sociol.-J. Brit. Sociol. Assoc.
88,5086,"FERREE, MM; HALL, EJ",1996,"Rethinking stratification from a feminist perspective: Gender, race, and class in mainstream textbooks",,WOMEN; SOCIOLOGY; FAMILY,"Economic stratification and social class occupy a central position in sociological discourse as the core organizing features of modern societies. Yet such economically centered models of stratification often disregard factors like physical violence and the intra-household distribution of resources that shape power and autonomy for all groups. Using a sample of textbooks from 1983 through 1988, we examine ''mainstream'' sociology, that is, the sociology that teachers, students, and textbook publishers have treated as nonproblematic. We show how stratification analysis is applied to class, race, and gender in profoundly unequal ways. Rather than integrating macro, meso, and micro levels of social structure as interactive and mutually determinative in their discussions of race, class, and gender, introductory sociology textbooks segregate stratification processes. They discuss class at the societal (or macro) level of analysis, gender at the individual (or micro) level, and race at a group (or meso) level. We analyze the quantitative and qualitative elements of the coverage of class, race, and gender in indexes, texts, pictures, and captions, and suggest that attention to feminist theories of gender would produce a more integrated, multilevel, and interactive view. of stratification.",Am. Sociol. Rev.
89,964,"SMITHSON, J; LEWIS, S; COOPER, C; DYER, J",2004,Flexible working and the gender pay gap in the accountancy profession,flexible working; gender pay gap,PART-TIME; CONVERSATION ANALYSIS,"The relation between flexible working arrangements and the gender pay gap is explored in this article, based on a study of flexible working arrangements among Chartered Accountants in Britain. Individual interviews with 50 participants provided details on working patterns, flexibility policies and practices, and experiences of flexible working. The article considers whether gender-neutral discourses of flexible working succeed in encouraging more men and non-parents to use flexible working arrangements, thereby potentially reducing the gender pay gap. The study highlighted gendered patterns of take-up of flexible working. Women who worked flexibly or part time typically did so to combine working with caring commitments, in ways that damaged their career prospects. In contrast, men typically deferred working flexibly to a later stage when their career had progressed further. There was therefore a clear impact on current and future salary for women taking up flexible working arrangements, which was not equivalent for the men who did so. In this context, the promotion of flexible working arrangement is reinforcing the gender pay gap.",Work Employ. Soc.
90,4320,"BEARMAN, PS; MOODY, J; STOVEL, K",2004,Chains of affection: The structure of adolescent romantic and sexual networks,,SOCIAL NETWORKS; TRANSMITTED-DISEASES; CONCURRENT PARTNERSHIPS; EPIDEMIOLOGIC MODELS; INFECTIOUS-DISEASES; BRIDGE POPULATIONS; MIXING PATTERNS; LOGIT-MODELS; CORE GROUPS; SPREAD,This article describes the structure of the adolescent romantic and sexual network in a population of over 800 adolescents residing in a midsized town in the midwestern United States. Precise images and measures of network structure are derived from reports of relationships that occurred over a period of 18 months between 1993 and 1995. The study offers a comparison of the structural characteristics of the observed network to simulated networks conditioned on the distribution of ties; the observed structure reveals networks characterized by longer contact chains and fewer cycles than expected. This article identifies the micromechanisms that generate networks with structural features similar to the observed network. Implications for disease transmission dynamics and social policy are explored.,Am. J. Sociol.
91,5127,"MECHANIC, D; ROCHEFORT, DA",1996,Comparative medical systems,comparative health systems; convergence hypothesis; demography; health policy; health services; medical care; medical profession; mental health care; public health,UNIVERSAL HEALTH-INSURANCE; MENTAL-HEALTH; UNITED-STATES; PROMOTE QUALITY; CARE SYSTEMS; SERVICES; POLICY; COMPETITION; NATIONS; 1990S,"National health systems throughout the world face a number of pressures in common related to demography, epidemiology, developments in science and technology, medical demand, and rising public expectations. These pressures are producing convergence in the objectives and activities of these systems in several key areas, including cost-containment, health promotion, expansion of access, primary health care, patient choice, and the linkage between health and social services. At the same time, it is also necessary to recognize the role of political and governmental processes, as well as clinical and professional variables, in shaping different societal responses to health care challenges.",Annu. Rev. Sociol.
92,2175,"HUBNER, P; GEHRMANN, A",1997,Teachers and social change. Selected findings from a 1996 survey of teachers in Berlin,,,"In this contribution, the authors reconstruct the public image of the teacher in Germany over the years and hold it up to the mirror of their 1996 survey on ''Experiences and Occupational Self-Concept of Teachers in Berlin'', which was carried out in the framework of the DFG Research Group on ''Schools and Education During the Transformation from Soviet Occupation Zone to German Democratic Republic to New Federal States''. In comparing teachers from eastern and western Berlin, the authors pursued hypotheses of both convergence and divergence. The value orientation found among teachers in east and west is in many cases similar but often quite different. Factor and cluster analyses show these groups to be particularly divided in their attitudes toward integrative and selective school models. In the western part of Berlin, it appears impossible to reconcile the concepts of integration and selectivity, while in the east they have combined to become part of the standard programme. For the authors, this split reveals a divergence deserving of further study, for it may be a marker to the next stage of research in this area. Finally it is asked whether the implications of the East-West divide can be overcome through research so that we can move on to the question: How and under what circumstances can the experience gained in the new federal states following unification be transferred to the states of former West Germany?",Berliner J. Soz.
93,2105,"GALL, G",1997,Developments in trade unionism in the financial sector in Britain,,,"This article puts forward evidence to argue that finance workers, especially bank workers, in Britain are becoming more 'unionate'. This is not to argue that these workers are becoming 'militant' for while the developments are significant they remain cautious and uneven. An examination is made of why these developments have occurred and how they relate to the employers' human resource policies, why the growth in trade unionism in the financial sector runs counter to a trend of decline elsewhere and why significant differences in trade unionism exist within the different components in the financial sector.",Work Employ. Soc.
94,759,"BEETZ, M",2010,The Disagreeable System. Herbert Spencer's Work as a Prototype of Universal Theory,,,"Unlike Marx, Durkheim, or Weber, sociology's collective memory does not hold Spencer in high esteem. His theory is presumed to propagate social Darwinism; and it seems to presuppose a teleological idea of progress and the acceptance of biological analogies. Less attention is paid to his historical role, his writings, and the cosmological character of his entire work. However, Spencer's philosophical system can be understood as an analytical ontology providing a catalogue of scientific topics. Contrary to monothetic diagnoses and methodological theories, it typifies an altogether different kind of universal theory, of which Luhmann's system theory would later be another instance. Since the work of Spencer marks the most universal and radical version of this theoretical type, to engage with Spencer means to address the issue of the possibility of universal theory and its functional equivalents. Such an engagement may help to make current debates over social theory more precise.",Z. Soziol.
95,586,"ALBERTH, L; BODE, I; BUHLER-NIEDERBERGER, D",2010,Contingency problems of social interventions. Risk of harm to children and the organized intervention into the private sphere,Social intervention; Risk of harm to children; Organizational fields; Regulation; Private sphere; Contingency,,"Welfare state moderated social interventions into private life are faced with high expectations, which are often unrealistic, as this article shows for the case of child endangerment. A multidimensional analysis of this field, in which the diagnosis of institutional malfunction was put forward recently, shows considerable problems of contingency for such interventions. This results from field specific institutional regulations and organizational arrangements as well as peculiarities of the private sphere, at which the interventions are aiming. Due to those problems of contingency, optimal intervention trajectories cannot be taken for granted. The article develops this hypothesis on the basis of a scattered (and only marginally sociologically reasoned) technical literature and preliminary findings of an empirical field research currently undertaken. It highlights the restrictions, tensions and contradictions which render the interventional dynamic as a process remarkably governed by chance.",Berliner J. Soz.
96,2614,"PILGRIM, D; ROGERS, A",1994,"TREND REPORT SOMETHING OLD, SOMETHING NEW - SOCIOLOGY AND THE ORGANIZATION OF PSYCHIATRY",PSYCHIATRY; SOCIOLOGY; SOCIAL CAUSATION; STRUCTURALISM; ORGANIZATIONS; DECONSTRUCTION,PSYCHOTHERAPY; WOMEN; LIFE,"Whilst sociology has taken a consistent interest in psychiatry, theoretical and methodological approaches have varied. This paper summarises three versions of the sociology of psychiatry (social causationism, interpretive micro-sociology and structuralism). These are then contrasted with the more recent post-structuralist emphasis on deconstruction. The latter has emphasised a discursive shift in psychiatry since Victorian times, from brain to mind, from coercion to voluntarism, and from hospital to community. The advantages and disadvantages of such an analysis are examined. It is concluded that this analysis has been illuminating but that the older approaches it challenges still have merits. The implications of attempting to reconcile these approaches to the analysis of contemporary psychiatry are discussed.",Sociol.-J. Brit. Sociol. Assoc.
97,126,"LUTZ, S; EBERLE, D",2008,Mechanisms of Institutional Change in German Capitalism. The Transformation of Corporate Governance Regulation,Institutional change; Varieties of capitalism; Regulation; Corporate governance; Accounting,1990S,"In the debate on the convergence of Rhenish capitalism towards the Anglo-Saxon model there is a growing consensus on the emergence of hybrid institutional configurations which combine elements of both systems. Our paper traces the mechanisms and driving forces leading to varying degrees of convergence with Anglo-Saxon standards and institutions by comparing the changes in two areas of German corporate governance regulation, namely internal corporate governance and accounting. Whereas existing institutions were coupled with Anglo-Saxon elements in the case of internal corporate governance (""layering""), traditional standards and institutions were substituted for new ones in the case of accounting (""displacement""). We argue that the varying degree of convergence can be explained by the different preferences of key national actors, such as companies and trade unions, in the two cases and the varying exogenous pressures for reforms. Our study highlights the importance of a meso-level analysis of causal mechanisms for the explanation of institutional change in modem capitalism.",Berliner J. Soz.
